timestamp,voltage,current,power,flow_rate,spindle_temp,vibration_rms,vibration_x_rms,vibration_y_rms,vibration_z_rms,motor_current,ground_present,cycle_count
2025-09-29 08:40:00,228.50,8.78,2006.07,2.69,39.36,0.576,0.491,0.686,0.604,3.60,1,1378
2025-09-29 08:45:00,218.27,7.64,1668.01,3.36,44.46,0.318,0.340,0.343,0.297,3.70,1,1379
2025-09-29 08:50:00,229.95,8.85,2035.61,2.61,43.82,0.771,0.839,0.788,0.768,2.90,1,1380
2025-09-29 08:55:00,230.79,9.26,2136.24,2.13,49.33,0.459,0.461,0.388,0.516,3.71,1,1381
2025-09-29 09:00:00,219.50,6.72,1475.74,2.56,40.62,0.701,0.779,0.803,0.563,2.52,1,1382
2025-09-29 09:05:00,229.30,9.11,2089.01,2.93,40.66,0.613,0.704,0.603,0.705,3.68,1,1383
2025-09-29 09:10:00,219.48,6.87,1506.95,3.06,41.39,0.673,0.560,0.563,0.795,2.51,1,1384
2025-09-29 09:15:00,229.08,7.20,1649.22,2.07,39.35,0.460,0.466,0.456,0.404,3.98,1,1385
2025-09-29 09:20:00,226.48,7.06,1598.51,2.43,49.49,0.733,0.604,0.640,0.588,2.76,1,1386
2025-09-29 09:25:00,220.77,6.93,1530.29,2.81,54.54,0.650,0.703,0.540,0.569,2.98,1,1387
2025-09-29 09:30:00,231.89,6.99,1620.26,2.95,48.07,0.601,0.602,0.549,0.583,3.74,1,1388
2025-09-29 09:35:00,228.30,8.09,1847.29,2.98,54.46,0.426,0.469,0.352,0.351,3.02,1,1389
2025-09-29 09:40:00,228.26,8.36,1908.15,3.23,39.36,0.682,0.741,0.549,0.749,2.63,1,1390
2025-09-29 09:45:00,226.23,9.25,2092.44,2.54,49.58,0.639,0.528,0.578,0.726,3.18,1,1391
2025-09-29 09:50:00,228.39,7.94,1813.73,2.75,50.98,0.457,0.548,0.400,0.473,2.56,1,1392
2025-09-29 09:55:00,222.94,7.89,1760.08,2.69,53.70,0.723,0.860,0.713,0.839,3.18,1,1393
2025-09-29 10:00:00,219.99,8.75,1925.27,2.63,38.42,0.370,0.343,0.442,0.389,3.10,1,1394
2025-09-29 10:05:00,218.20,8.87,1936.29,2.99,40.94,0.596,0.521,0.500,0.571,2.72,1,1395
2025-09-29 10:10:00,222.72,6.57,1462.18,2.59,43.16,0.778,0.793,0.693,0.773,3.59,1,1396
2025-09-29 10:15:00,224.06,9.34,2093.17,2.24,54.47,0.330,0.391,0.273,0.307,3.22,1,1397
2025-09-29 10:20:00,222.05,7.21,1599.98,3.42,51.66,0.508,0.409,0.469,0.439,3.45,1,1398
2025-09-29 10:25:00,227.58,7.79,1772.14,2.18,40.20,0.441,0.481,0.495,0.505,3.05,1,1399
2025-09-29 10:30:00,231.59,6.69,1549.17,2.67,45.09,0.405,0.377,0.362,0.465,2.97,1,1400
2025-09-29 10:35:00,230.82,9.42,2173.77,3.18,47.43,0.589,0.549,0.517,0.501,2.98,1,1401
2025-09-29 10:40:00,226.86,9.41,2135.50,2.34,48.08,0.419,0.472,0.417,0.413,2.53,1,1402
2025-09-29 10:45:00,225.15,6.79,1528.06,3.13,48.60,0.341,0.339,0.355,0.394,3.94,1,1403
2025-09-29 10:50:00,221.72,7.85,1740.19,3.17,51.45,0.438,0.376,0.499,0.361,2.87,1,1404
2025-09-29 10:55:00,226.86,7.48,1697.31,3.24,46.20,0.373,0.339,0.346,0.445,3.41,1,1405
2025-09-29 11:00:00,225.51,8.97,2023.35,2.97,54.28,0.599,0.508,0.655,0.655,2.79,1,1406
2025-09-29 11:05:00,229.18,7.35,1683.90,3.19,45.19,0.709,0.571,0.641,0.608,2.54,1,1407
2025-09-29 11:10:00,227.12,8.79,1995.76,2.12,45.90,0.755,0.648,0.793,0.772,3.39,1,1408
2025-09-29 11:15:00,228.62,6.82,1559.92,2.41,42.69,0.653,0.641,0.565,0.556,3.93,1,1409
2025-09-29 11:20:00,219.73,9.10,2000.29,2.83,44.27,0.458,0.498,0.467,0.481,3.47,1,1410
2025-09-29 11:25:00,223.54,7.48,1672.02,3.25,38.59,0.441,0.453,0.454,0.509,2.58,1,1411
2025-09-29 11:30:00,228.04,6.90,1572.48,2.10,39.15,0.376,0.379,0.442,0.336,3.63,1,1412
2025-09-29 11:35:00,231.61,7.51,1740.45,2.62,50.76,0.546,0.556,0.552,0.577,3.09,1,1413
2025-09-29 11:40:00,220.17,8.97,1974.60,3.22,45.62,0.358,0.416,0.323,0.320,3.47,1,1414
2025-09-29 11:45:00,225.81,6.66,1503.30,3.26,41.83,0.321,0.285,0.287,0.277,3.81,1,1415
2025-09-29 11:50:00,225.01,7.47,1680.55,3.13,49.39,0.310,0.343,0.309,0.331,3.55,1,1416
2025-09-29 11:55:00,225.70,6.62,1494.22,2.88,41.55,0.591,0.475,0.639,0.611,3.05,1,1417
2025-09-29 12:00:00,230.58,6.99,1612.34,2.32,47.12,0.758,0.832,0.691,0.775,3.27,1,1418
2025-09-29 12:05:00,220.24,7.10,1564.74,2.91,43.69,0.464,0.419,0.393,0.424,2.54,1,1419
2025-09-29 12:10:00,226.45,8.45,1914.44,2.77,44.90,0.392,0.320,0.440,0.431,3.81,1,1420
2025-09-29 12:15:00,220.80,8.21,1812.92,3.12,52.16,0.637,0.736,0.718,0.602,2.58,1,1421
2025-09-29 12:20:00,226.77,8.20,1859.60,3.33,42.29,0.556,0.513,0.493,0.485,3.00,1,1422
2025-09-29 12:25:00,224.99,8.66,1948.41,3.08,45.78,0.495,0.546,0.579,0.491,3.40,1,1423
2025-09-29 12:30:00,229.13,8.50,1947.85,3.41,39.32,0.354,0.283,0.287,0.290,2.52,1,1424
2025-09-29 12:35:00,221.84,6.50,1441.96,2.67,50.39,0.781,0.655,0.739,0.826,3.96,1,1425
2025-09-29 12:40:00,228.39,7.62,1739.95,2.42,49.11,0.449,0.365,0.381,0.384,3.19,1,1426
2025-09-29 12:45:00,231.05,9.45,2183.40,3.37,40.05,0.618,0.730,0.691,0.712,3.90,1,1427
2025-09-29 12:50:00,220.44,6.84,1507.34,3.09,45.74,0.743,0.801,0.676,0.601,3.34,1,1428
2025-09-29 12:55:00,218.89,8.58,1877.04,2.32,44.76,0.489,0.398,0.476,0.482,2.76,1,1429
2025-09-29 13:00:00,218.19,9.19,2005.61,2.98,54.31,0.738,0.800,0.803,0.650,2.90,1,1430
2025-09-29 13:05:00,227.40,9.39,2135.16,2.28,49.72,0.705,0.845,0.577,0.723,3.79,1,1431
2025-09-29 13:10:00,225.83,8.61,1944.09,3.19,50.16,0.671,0.614,0.561,0.636,3.73,1,1432
2025-09-29 13:15:00,225.62,7.62,1719.21,3.35,50.35,0.570,0.529,0.602,0.549,3.37,1,1433
2025-09-29 13:20:00,223.21,9.45,2109.45,3.15,40.51,0.636,0.735,0.681,0.613,3.94,1,1434
2025-09-29 13:25:00,219.21,7.26,1591.38,2.21,53.72,0.623,0.610,0.632,0.668,3.83,1,1435
2025-09-29 13:30:00,222.81,9.25,2062.07,3.47,40.47,0.471,0.496,0.517,0.537,3.36,1,1436
2025-09-29 13:35:00,231.68,8.88,2056.60,3.24,44.74,0.712,0.820,0.851,0.724,3.28,1,1437
2025-09-29 13:40:00,226.06,7.26,1642.11,2.83,54.02,0.670,0.719,0.747,0.667,2.99,1,1438
2025-09-29 13:45:00,229.71,7.62,1750.39,3.41,46.89,0.710,0.630,0.667,0.684,3.63,1,1439
2025-09-29 13:50:00,219.49,8.42,1848.41,2.68,52.18,0.748,0.654,0.598,0.835,3.26,1,1440
2025-09-29 13:55:00,219.51,6.93,1521.87,2.11,54.15,0.421,0.405,0.476,0.428,2.64,1,1441
2025-09-29 14:00:00,229.40,6.57,1507.30,2.05,40.06,0.393,0.436,0.325,0.354,3.93,1,1442
2025-09-29 14:05:00,223.91,7.57,1695.54,2.60,49.86,0.450,0.430,0.398,0.437,3.38,1,1443
2025-09-29 14:10:00,224.70,8.34,1874.97,2.06,46.35,0.316,0.293,0.257,0.341,3.79,1,1444
2025-09-29 14:15:00,223.37,8.12,1813.13,2.15,49.71,0.610,0.574,0.725,0.608,2.54,1,1445
2025-09-29 14:20:00,218.54,7.96,1740.10,3.36,46.07,0.572,0.476,0.623,0.621,3.88,1,1446
2025-09-29 14:25:00,224.37,8.75,1962.56,2.36,54.73,0.317,0.293,0.352,0.362,2.82,1,1447
2025-09-29 14:30:00,223.75,6.53,1461.28,2.19,52.67,0.690,0.811,0.675,0.691,3.19,1,1448
2025-09-29 14:35:00,227.76,7.66,1745.67,3.39,49.11,0.324,0.335,0.350,0.323,3.85,1,1449
2025-09-29 14:40:00,222.11,6.99,1552.14,2.44,43.63,0.355,0.306,0.403,0.312,3.23,1,1450
2025-09-29 14:45:00,218.08,8.83,1925.04,3.21,53.39,0.686,0.561,0.599,0.642,3.52,1,1451
2025-09-29 14:50:00,229.84,7.19,1651.66,2.67,49.91,0.756,0.635,0.647,0.828,3.92,1,1452
2025-09-29 14:55:00,225.88,7.81,1765.08,2.55,49.88,0.310,0.313,0.334,0.327,2.66,1,1453
2025-09-29 15:00:00,224.63,7.34,1648.05,2.84,45.18,0.333,0.301,0.392,0.314,3.10,1,1454
2025-09-29 15:05:00,230.87,9.22,2128.59,3.31,40.06,0.381,0.392,0.406,0.373,3.99,1,1455
2025-09-29 15:10:00,223.23,7.29,1627.10,2.10,51.43,0.393,0.379,0.402,0.351,2.72,1,1456
2025-09-29 15:15:00,219.87,8.60,1891.81,2.02,39.02,0.694,0.587,0.740,0.718,2.51,1,1457
2025-09-29 15:20:00,230.33,6.91,1591.82,3.38,52.63,0.701,0.613,0.694,0.695,2.65,1,1458
2025-09-29 15:25:00,223.43,8.40,1876.85,2.81,51.67,0.373,0.317,0.375,0.427,2.60,1,1459
2025-09-29 15:30:00,225.19,9.46,2130.74,2.85,42.20,0.677,0.769,0.639,0.602,2.89,1,1460
2025-09-29 15:35:00,218.84,7.80,1705.96,3.31,51.27,0.314,0.335,0.368,0.300,3.41,1,1461
2025-09-29 15:40:00,230.14,8.75,2012.74,2.19,48.45,0.695,0.803,0.736,0.766,2.74,1,1462
2025-09-29 15:45:00,226.39,7.36,1666.85,3.16,45.36,0.315,0.261,0.263,0.365,2.72,1,1463
2025-09-29 15:50:00,226.98,7.61,1726.99,2.59,45.90,0.703,0.821,0.648,0.713,2.99,1,1464
2025-09-29 15:55:00,222.31,9.35,2077.63,2.77,44.56,0.736,0.791,0.793,0.860,3.41,1,1465
2025-09-29 16:00:00,227.25,8.22,1868.48,2.70,39.55,0.545,0.510,0.549,0.573,2.88,1,1466
2025-09-29 16:05:00,221.75,7.31,1621.86,2.43,46.73,0.457,0.531,0.531,0.469,3.02,1,1467
2025-09-29 16:10:00,222.29,8.98,1995.53,2.78,45.00,0.432,0.419,0.459,0.478,3.84,1,1468
2025-09-29 16:15:00,219.95,8.81,1937.70,2.44,49.68,0.481,0.489,0.446,0.538,3.37,1,1469
2025-09-29 16:20:00,220.43,8.67,1911.94,3.31,48.86,0.403,0.450,0.456,0.352,3.47,1,1470
2025-09-29 16:25:00,224.96,7.24,1627.99,2.73,42.60,0.584,0.593,0.501,0.609,2.88,1,1471
2025-09-29 16:30:00,231.53,8.94,2069.74,3.48,38.06,0.394,0.463,0.462,0.387,3.99,1,1472
2025-09-29 16:35:00,226.17,7.33,1658.12,2.85,41.39,0.325,0.316,0.388,0.338,3.21,1,1473
2025-09-29 16:40:00,223.42,6.86,1532.26,2.27,44.14,0.701,0.576,0.798,0.638,3.32,1,1474
2025-09-29 16:45:00,221.76,8.85,1962.91,3.39,49.67,0.402,0.465,0.413,0.324,3.01,1,1475
2025-09-29 16:50:00,226.74,7.33,1662.36,2.64,41.92,0.609,0.626,0.552,0.622,3.76,1,1476
2025-09-29 16:55:00,220.12,8.16,1796.46,2.48,41.74,0.703,0.794,0.619,0.736,3.93,1,1477
2025-09-29 17:00:00,219.28,8.72,1912.39,3.47,42.59,0.543,0.455,0.618,0.483,3.19,1,1478
2025-09-29 17:05:00,220.32,7.02,1546.78,2.33,39.83,0.419,0.387,0.433,0.436,3.08,1,1479
2025-09-29 17:10:00,220.99,6.80,1502.96,2.12,50.11,0.521,0.571,0.497,0.545,3.07,1,1480
2025-09-29 17:15:00,225.58,7.32,1650.14,3.32,46.36,0.695,0.701,0.645,0.695,3.42,1,1481
2025-09-29 17:20:00,229.74,8.32,1911.32,2.56,49.96,0.600,0.648,0.571,0.670,2.81,1,1482
2025-09-29 17:25:00,222.40,7.72,1715.88,2.37,42.94,0.415,0.432,0.410,0.336,3.90,1,1483
2025-09-29 17:30:00,221.42,8.59,1902.58,2.68,51.60,0.494,0.464,0.471,0.493,3.59,1,1484
2025-09-29 17:35:00,230.73,6.77,1561.66,2.38,41.89,0.483,0.579,0.479,0.419,3.78,1,1485
2025-09-29 17:40:00,227.03,8.30,1883.74,3.22,52.38,0.790,0.747,0.872,0.660,3.87,1,1486
2025-09-29 17:45:00,219.29,8.59,1882.84,2.08,39.35,0.766,0.752,0.703,0.876,2.92,1,1487
2025-09-29 17:50:00,230.82,7.19,1658.99,2.47,46.85,0.416,0.348,0.341,0.442,3.68,1,1488
2025-09-29 17:55:00,231.35,9.32,2157.26,2.26,47.31,0.771,0.893,0.690,0.866,2.79,1,1489
2025-09-29 18:00:00,227.98,6.70,1527.92,2.15,51.89,0.389,0.331,0.384,0.430,3.58,1,1490
2025-09-30 09:00:00,231.05,7.24,1672.10,2.01,52.54,0.683,0.687,0.552,0.684,2.59,1,1491
2025-09-30 09:05:00,219.89,6.65,1461.17,2.23,40.25,0.731,0.829,0.752,0.666,2.87,1,1492
2025-09-30 09:10:00,220.45,6.83,1505.61,2.37,48.88,0.677,0.560,0.644,0.542,3.19,1,1493
2025-09-30 09:15:00,229.18,8.53,1955.53,2.59,47.20,0.502,0.507,0.595,0.591,3.03,1,1494
2025-09-30 09:20:00,226.48,8.66,1960.18,3.12,50.78,0.562,0.541,0.562,0.562,3.71,1,1495
2025-09-30 09:25:00,220.90,8.30,1833.31,2.55,43.07,0.602,0.581,0.572,0.572,2.97,1,1496
2025-09-30 09:30:00,220.78,6.55,1445.71,2.65,48.85,0.374,0.428,0.417,0.411,3.47,1,1497
2025-09-30 09:35:00,222.23,7.23,1607.48,2.02,41.86,0.520,0.517,0.513,0.512,3.82,1,1498
2025-09-30 09:40:00,224.49,7.75,1739.18,2.08,54.11,0.749,0.875,0.687,0.615,3.20,1,1499
2025-09-30 09:45:00,223.41,8.46,1890.13,2.65,48.17,0.477,0.480,0.473,0.560,3.80,1,1500
2025-09-30 09:50:00,224.71,7.56,1698.25,2.29,53.67,0.383,0.458,0.329,0.415,2.90,1,1501
2025-09-30 09:55:00,218.35,7.16,1562.50,2.78,38.41,0.502,0.562,0.494,0.526,2.93,1,1502
2025-09-30 10:00:00,218.71,8.05,1760.86,2.18,45.45,0.544,0.601,0.443,0.605,3.59,1,1503
2025-09-30 10:05:00,225.93,6.70,1514.15,3.45,53.86,0.489,0.520,0.477,0.532,2.90,1,1504
2025-09-30 10:10:00,219.99,9.24,2033.81,2.14,44.53,0.497,0.406,0.458,0.587,2.79,1,1505
2025-09-30 10:15:00,225.97,7.75,1751.89,3.24,40.58,0.574,0.517,0.669,0.459,2.60,1,1506
2025-09-30 10:20:00,230.02,7.30,1678.37,2.72,39.12,0.534,0.637,0.625,0.533,2.62,1,1507
2025-09-30 10:25:00,224.43,9.20,2064.40,2.93,54.65,0.725,0.857,0.655,0.742,3.83,1,1508
2025-09-30 10:30:00,229.40,7.49,1718.63,3.00,46.95,0.634,0.719,0.657,0.680,3.71,1,1509
2025-09-30 10:35:00,228.90,7.24,1656.27,3.22,45.38,0.436,0.513,0.401,0.519,3.99,1,1510
2025-09-30 10:40:00,218.72,8.28,1809.91,3.20,42.38,0.712,0.728,0.810,0.632,3.93,1,1511
2025-09-30 10:45:00,224.50,6.96,1562.48,2.15,47.22,0.481,0.528,0.466,0.449,2.62,1,1512
2025-09-30 10:50:00,220.27,7.94,1749.75,3.39,39.13,0.457,0.528,0.445,0.515,2.73,1,1513
2025-09-30 10:55:00,224.62,6.59,1480.68,3.41,40.01,0.418,0.481,0.416,0.494,3.38,1,1514
2025-09-30 11:00:00,223.67,9.05,2023.88,2.43,48.38,0.382,0.330,0.356,0.364,2.62,1,1515
2025-09-30 11:05:00,219.15,8.89,1947.93,2.01,47.19,0.546,0.457,0.649,0.614,3.47,1,1516
2025-09-30 11:10:00,231.89,6.51,1508.71,2.27,40.27,0.792,0.750,0.851,0.895,3.04,1,1517
2025-09-30 11:15:00,226.01,6.62,1496.46,3.34,43.61,0.319,0.330,0.382,0.334,3.73,1,1518
2025-09-30 11:20:00,220.69,7.01,1547.00,2.59,54.89,0.354,0.367,0.370,0.357,3.75,1,1519
2025-09-30 11:25:00,221.98,6.69,1486.13,2.91,42.42,0.622,0.671,0.521,0.648,3.53,1,1520
2025-09-30 11:30:00,218.45,9.06,1978.37,3.00,49.81,0.705,0.665,0.708,0.647,3.56,1,1521
2025-09-30 11:35:00,223.62,8.92,1994.85,2.35,54.74,0.455,0.423,0.408,0.391,2.73,1,1522
2025-09-30 11:40:00,219.11,8.26,1810.54,2.18,39.83,0.524,0.451,0.435,0.581,3.53,1,1523
2025-09-30 11:45:00,226.11,8.66,1957.19,2.65,40.08,0.622,0.732,0.635,0.644,3.91,1,1524
2025-09-30 11:50:00,220.94,7.92,1749.75,2.05,40.66,0.396,0.327,0.322,0.452,2.88,1,1525
2025-09-30 11:55:00,220.61,7.99,1763.32,2.99,44.76,0.655,0.608,0.558,0.609,3.95,1,1526
2025-09-30 12:00:00,223.91,7.44,1666.89,3.37,47.63,0.650,0.522,0.724,0.768,3.12,1,1527
2025-09-30 12:05:00,224.82,9.47,2127.91,2.22,53.03,0.420,0.437,0.497,0.488,3.58,1,1528
2025-09-30 12:10:00,223.85,8.81,1972.70,2.95,50.09,0.700,0.665,0.561,0.695,3.74,1,1529
2025-09-30 12:15:00,225.02,7.13,1605.07,2.50,49.20,0.668,0.670,0.677,0.772,3.99,1,1530
2025-09-30 12:20:00,226.57,8.34,1888.88,2.65,54.15,0.700,0.688,0.762,0.713,3.31,1,1531
2025-09-30 12:25:00,228.58,6.63,1516.30,2.50,44.92,0.614,0.685,0.607,0.706,3.89,1,1532
2025-09-30 12:30:00,230.80,8.33,1921.68,2.35,43.36,0.595,0.583,0.548,0.632,2.56,1,1533
2025-09-30 12:35:00,221.21,9.21,2038.06,2.38,42.51,0.565,0.461,0.668,0.554,3.10,1,1534
2025-09-30 12:40:00,224.02,9.38,2100.39,3.20,42.65,0.707,0.720,0.684,0.708,3.93,1,1535
2025-09-30 12:45:00,229.12,8.42,1929.24,2.46,48.20,0.326,0.389,0.288,0.347,2.93,1,1536
2025-09-30 12:50:00,219.62,7.20,1582.27,3.48,47.53,0.464,0.473,0.409,0.499,2.62,1,1537
2025-09-30 12:55:00,227.06,9.34,2120.64,2.03,40.21,0.675,0.609,0.717,0.721,3.12,1,1538
2025-09-30 13:00:00,230.68,7.11,1640.68,2.25,39.66,0.766,0.708,0.779,0.781,2.60,1,1539
2025-09-30 13:05:00,231.76,9.12,2113.57,3.28,38.06,0.420,0.467,0.469,0.494,3.95,1,1540
2025-09-30 13:10:00,219.59,7.85,1724.61,2.18,51.02,0.690,0.680,0.586,0.736,2.92,1,1541
2025-09-30 13:15:00,219.17,8.87,1943.34,2.53,44.59,0.395,0.465,0.430,0.460,3.43,1,1542
2025-09-30 13:20:00,231.57,8.80,2037.71,3.49,40.76,0.471,0.475,0.507,0.413,3.99,1,1543
2025-09-30 13:25:00,228.60,7.55,1726.90,2.51,44.62,0.678,0.571,0.682,0.763,2.82,1,1544
2025-09-30 13:30:00,220.66,8.41,1856.31,3.16,50.71,0.333,0.399,0.297,0.354,3.87,1,1545
2025-09-30 13:35:00,224.92,8.81,1982.12,2.58,48.92,0.400,0.326,0.392,0.320,3.03,1,1546
2025-09-30 13:40:00,231.83,9.30,2156.40,2.97,45.06,0.719,0.854,0.823,0.600,3.76,1,1547
2025-09-30 13:45:00,226.33,8.18,1852.30,2.17,40.31,0.547,0.656,0.597,0.512,3.44,1,1548
2025-09-30 13:50:00,218.45,9.01,1967.33,2.48,43.30,0.711,0.652,0.813,0.584,2.95,1,1549
2025-09-30 13:55:00,231.50,6.91,1599.82,2.39,44.45,0.377,0.352,0.363,0.312,3.30,1,1550
2025-09-30 14:00:00,219.05,7.43,1626.49,2.45,38.39,0.791,0.736,0.858,0.907,3.90,1,1551
2025-09-30 14:05:00,226.44,9.05,2050.35,2.54,39.62,0.432,0.403,0.499,0.377,2.82,1,1552
2025-09-30 14:10:00,229.21,7.19,1649.03,2.41,52.30,0.575,0.585,0.658,0.647,3.32,1,1553
2025-09-30 14:15:00,226.08,8.57,1937.86,2.45,47.39,0.449,0.520,0.494,0.366,3.88,1,1554
2025-09-30 14:20:00,223.88,8.47,1897.11,2.40,38.88,0.334,0.394,0.346,0.282,3.22,1,1555
2025-09-30 14:25:00,224.57,7.58,1702.99,2.81,42.49,0.595,0.610,0.665,0.496,2.75,1,1556
2025-09-30 14:30:00,227.08,8.21,1863.65,3.30,48.72,0.308,0.274,0.334,0.268,3.94,1,1557
2025-09-30 14:35:00,230.09,8.03,1847.43,3.48,38.09,0.561,0.511,0.628,0.624,2.78,1,1558
2025-09-30 14:40:00,225.67,6.68,1507.02,2.32,49.34,0.396,0.401,0.372,0.381,3.39,1,1559
2025-09-30 14:45:00,230.75,7.36,1699.01,2.37,52.55,0.362,0.351,0.384,0.362,3.97,1,1560
2025-09-30 14:50:00,223.68,7.07,1582.18,2.38,40.18,0.392,0.414,0.333,0.419,2.70,1,1561
2025-09-30 14:55:00,218.56,9.49,2075.13,3.12,50.43,0.642,0.548,0.570,0.760,3.36,1,1562
2025-09-30 15:00:00,227.13,8.65,1965.03,3.24,38.23,0.353,0.312,0.303,0.385,3.68,1,1563
2025-09-30 15:05:00,230.16,7.48,1720.55,2.62,49.21,0.640,0.626,0.564,0.675,2.81,1,1564
2025-09-30 15:10:00,222.94,9.11,2030.99,3.29,49.26,0.545,0.643,0.531,0.491,3.15,1,1565
2025-09-30 15:15:00,220.22,8.84,1947.67,3.25,50.72,0.562,0.496,0.475,0.514,2.93,1,1566
2025-09-30 15:20:00,220.48,8.81,1941.79,2.71,50.96,0.333,0.327,0.306,0.296,2.80,1,1567
2025-09-30 15:25:00,230.09,9.02,2075.08,3.45,42.58,0.540,0.527,0.461,0.601,3.47,1,1568
2025-09-30 15:30:00,223.38,9.46,2113.10,2.83,48.91,0.372,0.338,0.353,0.336,2.65,1,1569
2025-09-30 15:35:00,230.07,8.05,1851.92,2.47,44.86,0.331,0.392,0.279,0.384,2.88,1,1570
2025-09-30 15:40:00,221.42,9.37,2075.38,3.40,52.55,0.587,0.687,0.686,0.617,3.97,1,1571
2025-09-30 15:45:00,218.05,9.38,2044.38,2.49,49.72,0.577,0.593,0.462,0.506,2.66,1,1572
2025-09-30 15:50:00,222.29,8.79,1954.47,2.38,51.68,0.593,0.624,0.633,0.702,3.35,1,1573
2025-09-30 15:55:00,223.00,7.64,1703.64,2.94,53.13,0.462,0.529,0.436,0.510,3.30,1,1574
2025-09-30 16:00:00,224.90,7.79,1752.56,2.84,49.73,0.352,0.407,0.314,0.403,2.81,1,1575
2025-09-30 16:05:00,223.77,9.49,2123.13,2.11,49.58,0.788,0.769,0.673,0.863,2.83,1,1576
2025-09-30 16:10:00,219.36,7.27,1594.58,3.38,44.96,0.796,0.841,0.920,0.921,2.64,1,1577
2025-09-30 16:15:00,230.93,8.34,1924.88,2.14,42.26,0.599,0.658,0.704,0.537,3.21,1,1578
2025-09-30 16:20:00,221.88,7.00,1553.40,3.14,50.39,0.763,0.760,0.913,0.853,3.83,1,1579
2025-09-30 16:25:00,219.40,8.01,1757.65,2.34,47.79,0.300,0.324,0.352,0.330,3.33,1,1580
2025-09-30 16:30:00,220.30,8.72,1920.29,3.47,47.72,0.634,0.556,0.715,0.566,2.57,1,1581
2025-09-30 16:35:00,220.51,8.98,1980.60,2.30,43.01,0.331,0.324,0.346,0.269,3.59,1,1582
2025-09-30 16:40:00,228.14,7.60,1733.82,3.13,50.94,0.717,0.698,0.771,0.813,2.74,1,1583
2025-09-30 16:45:00,223.29,7.01,1566.21,2.05,40.98,0.721,0.698,0.602,0.623,2.61,1,1584
2025-09-30 16:50:00,223.81,7.80,1746.59,3.05,40.83,0.657,0.713,0.758,0.665,3.85,1,1585
2025-09-30 16:55:00,226.28,9.39,2123.82,2.88,43.61,0.527,0.596,0.546,0.560,2.82,1,1586
2025-09-30 17:00:00,224.29,7.02,1573.69,3.26,45.57,0.458,0.477,0.536,0.512,3.75,1,1587
2025-10-01 08:00:00,222.14,8.82,1958.74,2.70,39.55,0.591,0.661,0.503,0.485,3.61,1,1588
2025-10-01 08:05:00,225.47,9.07,2045.35,2.84,44.71,0.625,0.678,0.704,0.513,2.77,1,1589
2025-10-01 08:10:00,230.26,8.90,2048.59,2.36,38.86,0.729,0.742,0.605,0.741,2.63,1,1590
2025-10-01 08:15:00,225.35,6.78,1528.02,2.39,47.33,0.714,0.584,0.711,0.811,2.71,1,1591
2025-10-01 08:20:00,229.06,8.60,1969.08,2.13,40.51,0.521,0.505,0.549,0.434,3.64,1,1592
2025-10-01 08:25:00,224.45,8.54,1917.73,3.49,43.74,0.317,0.255,0.257,0.337,2.54,1,1593
2025-10-01 08:30:00,229.33,6.59,1511.55,2.48,50.88,0.704,0.728,0.586,0.617,3.93,1,1594
2025-10-01 08:35:00,219.38,8.85,1941.68,2.81,44.32,0.694,0.763,0.723,0.755,3.98,1,1595
2025-10-01 08:40:00,222.38,8.52,1893.91,3.19,46.57,0.445,0.408,0.384,0.453,2.72,1,1596
2025-10-01 08:45:00,227.35,8.12,1846.12,2.43,46.88,0.684,0.588,0.773,0.626,3.43,1,1597
2025-10-01 08:50:00,218.59,7.64,1669.70,2.06,45.39,0.313,0.326,0.251,0.283,2.87,1,1598
2025-10-01 08:55:00,222.83,7.52,1676.71,2.54,46.77,0.565,0.544,0.579,0.505,2.72,1,1599
2025-10-01 09:00:00,221.77,7.18,1593.10,2.48,49.24,0.483,0.545,0.538,0.459,2.56,1,1600
2025-10-01 09:05:00,228.00,8.38,1909.51,2.08,41.53,0.505,0.577,0.517,0.529,3.68,1,1601
2025-10-01 09:10:00,218.24,8.37,1827.35,2.95,53.96,0.762,0.666,0.630,0.692,2.57,1,1602
2025-10-01 09:15:00,219.71,7.68,1686.31,3.25,40.11,0.578,0.585,0.463,0.607,2.89,1,1603
2025-10-01 09:20:00,230.00,7.03,1617.42,3.42,46.47,0.765,0.770,0.728,0.846,3.29,1,1604
2025-10-01 09:25:00,218.90,7.30,1598.70,2.23,39.11,0.648,0.679,0.595,0.563,3.36,1,1605
2025-10-01 09:30:00,227.37,8.69,1976.25,2.61,40.70,0.421,0.408,0.458,0.399,3.59,1,1606
2025-10-01 09:35:00,225.40,7.14,1609.70,2.46,51.23,0.341,0.392,0.385,0.313,3.97,1,1607
2025-10-01 09:40:00,223.46,7.56,1690.25,3.13,50.88,0.733,0.599,0.705,0.654,3.51,1,1608
2025-10-01 09:45:00,222.76,8.55,1904.49,2.44,54.31,0.756,0.612,0.630,0.719,3.12,1,1609
2025-10-01 09:50:00,221.92,7.37,1635.93,2.86,51.85,0.553,0.645,0.613,0.604,3.05,1,1610
2025-10-01 09:55:00,225.79,8.00,1806.94,2.27,54.70,0.466,0.554,0.459,0.528,2.59,1,1611
2025-10-01 10:00:00,227.64,6.61,1505.27,3.03,38.98,0.726,0.651,0.848,0.642,3.65,1,1612
2025-10-01 10:05:00,222.97,8.99,2003.52,2.39,43.36,0.654,0.627,0.582,0.561,2.65,1,1613
